R_ID,CHANNEL,SEGMENT,DATE,SALE
AC001,DTC,Chocolates,1/24/2024,741293.16
AC001,Wholesale,Chocolates,1/25/2024,930079.34
AC001,DTC,Chocolates,1/25/2024,727344.37
AC001,Wholesale,Chocolates,1/26/2024,1161270.21
AC001,DTC,Chocolates,1/26/2024,815557.48
AC001,Wholesale,Chocolates,1/27/2024,1313034.92
AC001,DTC,Chocolates,1/27/2024,801425.77
AC001,Wholesale,Chocolates,1/28/2024,1370062.12
AC001,DTC,Chocolates,1/28/2024,1014628.96
AC001,Wholesale,Chocolates,1/29/2024,1201652.41
AC001,DTC,Chocolates,1/29/2024,700882.7
AC001,Wholesale,Chocolates,1/30/2024,1176503.74
AC001,DTC,Chocolates,1/30/2024,847843.02
AC001,Wholesale,Chocolates,1/31/2024,1002646.22
AC001,DTC,Chocolates,1/31/2024,800863.15
AC001,Wholesale,Chocolates,2/1/2024,1110539.91
AC001,DTC,Chocolates,2/1/2024,692583.87
AC001,Wholesale,Chocolates,2/2/2024,963694.04
AC001,DTC,Chocolates,2/2/2024,765661.37
AC001,Wholesale,Chocolates,2/3/2024,1163278.42
AC001,DTC,Chocolates,2/3/2024,870785.71
AC001,Wholesale,Chocolates,2/4/2024,1456944.87
AC001,DTC,Chocolates,2/4/2024,1085695.27
AC001,Wholesale,Chocolates,2/5/2024,1151878.42
AC001,DTC,Chocolates,2/5/2024,770960.88
AC001,Wholesale,Chocolates,2/6/2024,1028148.44
AC001,DTC,Chocolates,2/6/2024,802748.75
AC001,Wholesale,Chocolates,2/7/2024,999993.16
AC001,DTC,Chocolates,2/7/2024,900597.8
AC001,Wholesale,Chocolates,2/8/2024,994400.04
AC001,DTC,Chocolates,2/8/2024,794994.16
AC001,Wholesale,Chocolates,2/9/2024,1220429.93
AC001,DTC,Chocolates,2/9/2024,707812.09
AC001,Wholesale,Chocolates,2/10/2024,1297815.38
AC001,DTC,Chocolates,2/10/2024,1035753.58
AC001,Wholesale,Chocolates,2/11/2024,1161162.94
AC001,DTC,Chocolates,2/11/2024,941634.9
AC001,Wholesale,Chocolates,2/12/2024,1247164.89
AC001,DTC,Chocolates,2/12/2024,694579.97
AC001,Wholesale,Chocolates,2/13/2024,1052702.72
AC001,DTC,Chocolates,2/13/2024,905215.79
AC001,Wholesale,Chocolates,2/14/2024,970341.51
AC001,DTC,Chocolates,2/14/2024,765002.16
AC001,Wholesale,Chocolates,2/15/2024,1276318.15
AC001,DTC,Chocolates,2/15/2024,885527.94
AC001,Wholesale,Chocolates,2/16/2024,1100232.35
AC001,DTC,Chocolates,2/16/2024,702725.64
AC001,Wholesale,Chocolates,2/17/2024,1189798.16
AC001,DTC,Chocolates,2/17/2024,948279.12
AC001,Wholesale,Chocolates,2/18/2024,1178974.03
AC001,DTC,Chocolates,2/18/2024,930817.58
AC001,Wholesale,Chocolates,2/19/2024,1130281.24
AC001,DTC,Chocolates,2/19/2024,690403.19
AC001,Wholesale,Chocolates,2/20/2024,1041549.27
AC001,DTC,Chocolates,2/20/2024,859796.17
AC001,Wholesale,Chocolates,2/21/2024,1186779.49
AC001,DTC,Chocolates,2/21/2024,719407.3
AC001,Wholesale,Chocolates,2/22/2024,1038704.78
AC001,DTC,Chocolates,2/22/2024,794528.1
AC001,Wholesale,Chocolates,2/23/2024,964545.99
AC001,DTC,Chocolates,2/23/2024,765343.25
AC001,Wholesale,Chocolates,2/24/2024,1526242.91
AC001,DTC,Chocolates,2/24/2024,850440.49
AC001,Wholesale,Chocolates,2/25/2024,1207091.4
AC001,DTC,Chocolates,2/25/2024,928781.53
AC001,Wholesale,Chocolates,2/26/2024,1028917.57
AC001,DTC,Chocolates,2/26/2024,751198.41
AC001,Wholesale,Chocolates,2/27/2024,1172673.2
AC001,DTC,Chocolates,2/27/2024,924070.38
AC001,Wholesale,Chocolates,2/28/2024,1196456.5
AC001,DTC,Chocolates,2/28/2024,829604.47
AC001,Wholesale,Chocolates,2/29/2024,1267420.29
AC001,DTC,Chocolates,2/29/2024,816570.12
AC001,Wholesale,Chocolates,3/1/2024,979292.36
AC001,DTC,Chocolates,3/1/2024,798073.35
AC001,Wholesale,Chocolates,3/2/2024,1199623.86
AC001,DTC,Chocolates,3/2/2024,969774
AC001,Wholesale,Chocolates,3/3/2024,1274275.6
AC001,DTC,Chocolates,3/3/2024,855501.69
AC001,Wholesale,Chocolates,3/4/2024,1033653.67
AC001,DTC,Chocolates,3/4/2024,777216.35
AC001,Wholesale,Chocolates,3/5/2024,1064621.92
AC001,DTC,Chocolates,3/5/2024,852984.09
AC001,Wholesale,Chocolates,3/6/2024,975387.45
AC001,DTC,Chocolates,3/6/2024,711046.25
AC001,Wholesale,Chocolates,3/7/2024,1068740.55
AC001,DTC,Chocolates,3/7/2024,693549.21
AC001,Wholesale,Chocolates,3/8/2024,1013558.44
AC001,DTC,Chocolates,3/8/2024,836355.21
AC001,Wholesale,Chocolates,3/9/2024,1370027.67
AC001,DTC,Chocolates,3/9/2024,995426.27
AC001,Wholesale,Chocolates,3/10/2024,1314783.64
AC001,DTC,Chocolates,3/10/2024,855966.73
AC001,Wholesale,Chocolates,3/11/2024,1100389.32
AC001,DTC,Chocolates,3/11/2024,692779.56
AC001,Wholesale,Chocolates,3/12/2024,1281781.67
AC001,DTC,Chocolates,3/12/2024,745785.95
AC001,Wholesale,Chocolates,3/13/2024,1026161.54
AC001,DTC,Chocolates,3/13/2024,833226.59
AC001,Wholesale,Chocolates,3/14/2024,1141115.63
AC001,DTC,Chocolates,3/14/2024,895095.59
AC001,Wholesale,Chocolates,3/15/2024,996483.86
AC001,DTC,Chocolates,3/15/2024,811011.51
AC001,Wholesale,Chocolates,3/16/2024,1223993.27
AC001,DTC,Chocolates,3/16/2024,1077447.34
AC001,Wholesale,Chocolates,3/17/2024,1486062.77
AC001,DTC,Chocolates,3/17/2024,1013092.51
AC001,Wholesale,Chocolates,3/18/2024,1054478.57
AC001,DTC,Chocolates,3/18/2024,742836.59
AC001,Wholesale,Chocolates,3/19/2024,1239433.91
AC001,DTC,Chocolates,3/19/2024,831478.56
AC001,Wholesale,Chocolates,3/20/2024,1147695.04
AC001,DTC,Chocolates,3/20/2024,863336.72
AC001,Wholesale,Chocolates,3/21/2024,1027970.86
AC001,DTC,Chocolates,3/21/2024,868333.01
AC001,Wholesale,Chocolates,3/22/2024,1116465.5
AC001,DTC,Chocolates,3/22/2024,879090.88
AC001,Wholesale,Chocolates,3/23/2024,1559223.52
AC001,DTC,Chocolates,3/23/2024,877606.38
AC001,Wholesale,Chocolates,3/24/2024,1554755.02
AC001,DTC,Chocolates,3/24/2024,1076803.27
AC001,Wholesale,Chocolates,3/25/2024,1154014.33
AC001,DTC,Chocolates,3/25/2024,808415.54
AC001,Wholesale,Chocolates,3/26/2024,1131320.87
AC001,DTC,Chocolates,3/26/2024,843131.15
AC001,Wholesale,Chocolates,3/27/2024,1077600.13
AC001,DTC,Chocolates,3/27/2024,867188.56
AC001,Wholesale,Chocolates,3/28/2024,1103145.66
AC001,DTC,Chocolates,3/28/2024,724288.8
AC001,Wholesale,Chocolates,3/29/2024,1297607.23
AC001,DTC,Chocolates,3/29/2024,700686.84
AC001,Wholesale,Chocolates,3/30/2024,1291995.64
AC001,DTC,Chocolates,3/30/2024,1105430.09
AC001,Wholesale,Chocolates,3/31/2024,0
AC001,DTC,Chocolates,3/31/2024,1068721.44
AC001,Wholesale,Chocolates,4/1/2024,999064.98
AC001,DTC,Chocolates,4/1/2024,727339.82
AC001,Wholesale,Chocolates,4/2/2024,1142719.7
AC001,DTC,Chocolates,4/2/2024,823148.07
AC001,Wholesale,Chocolates,4/3/2024,958686.41
AC001,DTC,Chocolates,4/3/2024,831785.6
AC001,Wholesale,Chocolates,4/4/2024,1168788.95
AC001,DTC,Chocolates,4/4/2024,874816.76
AC001,Wholesale,Chocolates,4/5/2024,922759.01
AC001,DTC,Chocolates,4/5/2024,857986.13
AC001,Wholesale,Chocolates,4/6/2024,1284814.83
AC001,DTC,Chocolates,4/6/2024,1000379.57
AC001,Wholesale,Chocolates,4/7/2024,1465998.94
AC001,DTC,Chocolates,4/7/2024,1022980.11
AC001,Wholesale,Chocolates,4/8/2024,1157884.55
AC001,DTC,Chocolates,4/8/2024,898799.43
AC001,Wholesale,Chocolates,4/9/2024,998562.36
AC001,DTC,Chocolates,4/9/2024,899043.24
AC001,Wholesale,Chocolates,4/10/2024,1204313.82
AC001,DTC,Chocolates,4/10/2024,734403.93
AC001,Wholesale,Chocolates,4/11/2024,1078127.17
AC001,DTC,Chocolates,4/11/2024,767794.3
AC001,Wholesale,Chocolates,4/12/2024,1180948.73
AC001,DTC,Chocolates,4/12/2024,779664.9
AC001,Wholesale,Chocolates,4/13/2024,1293475.21
AC001,DTC,Chocolates,4/13/2024,1013973.12
AC001,Wholesale,Chocolates,4/14/2024,1496998.41
AC001,DTC,Chocolates,4/14/2024,932188.83
AC001,Wholesale,Chocolates,4/15/2024,1150320.11
AC001,DTC,Chocolates,4/15/2024,687897.48
AC001,Wholesale,Chocolates,4/16/2024,1023832.68
AC001,DTC,Chocolates,4/16/2024,900044.6
AC001,Wholesale,Chocolates,4/17/2024,959278.01
AC001,DTC,Chocolates,4/17/2024,812557.93
AC001,Wholesale,Chocolates,4/18/2024,1113904.87
AC001,DTC,Chocolates,4/18/2024,709591.74
AC001,Wholesale,Chocolates,4/19/2024,1145123.87
AC001,DTC,Chocolates,4/19/2024,673918.54
AC001,Wholesale,Chocolates,4/20/2024,1373684.35
AC001,DTC,Chocolates,4/20/2024,818638.81
AC001,Wholesale,Chocolates,4/21/2024,1395468.04
AC001,DTC,Chocolates,4/21/2024,1022311.69
AC001,Wholesale,Chocolates,4/22/2024,1171540.72
AC001,DTC,Chocolates,4/22/2024,707616.08
AC001,Wholesale,Chocolates,4/23/2024,1078630.29
AC001,DTC,Chocolates,4/23/2024,857430.12
AC001,Wholesale,Chocolates,4/24/2024,1203658.55
AC001,DTC,Chocolates,4/24/2024,745326.96
AC001,Wholesale,Chocolates,4/25/2024,1054055.14
AC001,DTC,Chocolates,4/25/2024,743887.43
AC001,Wholesale,Chocolates,4/26/2024,1170563.68
AC001,DTC,Chocolates,4/26/2024,892696.6
AC001,Wholesale,Chocolates,4/27/2024,1282109.4
AC001,DTC,Chocolates,4/27/2024,1009530.56
AC001,Wholesale,Chocolates,4/28/2024,1442363.74
AC001,DTC,Chocolates,4/28/2024,971140.57
AC001,Wholesale,Chocolates,4/29/2024,1112582.28
AC001,DTC,Chocolates,4/29/2024,794755.64
AC001,Wholesale,Chocolates,4/30/2024,1048141.21
AC001,DTC,Chocolates,4/30/2024,889951.43
AC001,Wholesale,Chocolates,5/1/2024,1028608.18
AC001,DTC,Chocolates,5/1/2024,816858.12
AC001,Wholesale,Chocolates,5/2/2024,1145715.4
AC001,DTC,Chocolates,5/2/2024,844818.12
AC001,Wholesale,Chocolates,5/3/2024,988731.94
AC001,DTC,Chocolates,5/3/2024,715732.11
AC001,Wholesale,Chocolates,5/4/2024,1207020.85
AC001,DTC,Chocolates,5/4/2024,937949.07
AC001,Wholesale,Chocolates,5/5/2024,1326088.09
AC001,DTC,Chocolates,5/5/2024,819975.15
AC001,Wholesale,Chocolates,5/6/2024,1144502.7
AC001,DTC,Chocolates,5/6/2024,732618.48
AC001,Wholesale,Chocolates,5/7/2024,867128.27
AC001,DTC,Chocolates,5/7/2024,677020.09
AC001,Wholesale,Chocolates,5/8/2024,1121579.46
AC001,DTC,Chocolates,5/8/2024,723238.08
AC001,Wholesale,Chocolates,5/9/2024,969992.53
AC001,DTC,Chocolates,5/9/2024,702815.42
AC001,Wholesale,Chocolates,5/10/2024,1093171.63
AC001,DTC,Chocolates,5/10/2024,693688.35
AC001,Wholesale,Chocolates,5/11/2024,1340771.9
AC001,DTC,Chocolates,5/11/2024,964259.88
AC001,Wholesale,Chocolates,5/12/2024,1339758.18
AC001,DTC,Chocolates,5/12/2024,882168.78
AC001,Wholesale,Chocolates,5/13/2024,981243.96
AC001,DTC,Chocolates,5/13/2024,884743.49
AC001,Wholesale,Chocolates,5/14/2024,1120899.13
AC001,DTC,Chocolates,5/14/2024,700690.31
AC001,Wholesale,Chocolates,5/15/2024,1112318.95
AC001,DTC,Chocolates,5/15/2024,817519.7
AC001,Wholesale,Chocolates,5/16/2024,1071636.18
AC001,DTC,Chocolates,5/16/2024,876855.4
AC001,Wholesale,Chocolates,5/17/2024,1087308.73
AC001,DTC,Chocolates,5/17/2024,869916
AC001,Wholesale,Chocolates,5/18/2024,1051748.54
AC001,DTC,Chocolates,5/18/2024,1002035.86
AC001,Wholesale,Chocolates,5/19/2024,1226432.33
AC001,DTC,Chocolates,5/19/2024,799289.07
AC001,Wholesale,Chocolates,5/20/2024,1026128.96
AC001,DTC,Chocolates,5/20/2024,839179.09
AC001,Wholesale,Chocolates,5/21/2024,984536.12
AC001,DTC,Chocolates,5/21/2024,812802.51
AC001,Wholesale,Chocolates,5/22/2024,1089853.8
AC001,DTC,Chocolates,5/22/2024,752306.78
AC001,Wholesale,Chocolates,5/23/2024,1116280.5
AC001,DTC,Chocolates,5/23/2024,761967.67
AC001,Wholesale,Chocolates,5/24/2024,915076.23
AC001,DTC,Chocolates,5/24/2024,672945.53
AC001,Wholesale,Chocolates,5/25/2024,1311080.53
AC001,DTC,Chocolates,5/25/2024,804243.96
AC001,Wholesale,Chocolates,5/26/2024,0
AC001,DTC,Chocolates,5/26/2024,904473.28
AC001,Wholesale,Chocolates,5/27/2024,1071125.7
AC001,DTC,Chocolates,5/27/2024,680009.96
AC001,Wholesale,Chocolates,5/28/2024,1102871.5
AC001,DTC,Chocolates,5/28/2024,737751.49
AC001,Wholesale,Chocolates,5/29/2024,1095174.08
AC001,DTC,Chocolates,5/29/2024,710176.07
AC001,Wholesale,Chocolates,5/30/2024,977926.66
AC001,DTC,Chocolates,5/30/2024,810583.89
AC001,Wholesale,Chocolates,5/31/2024,1115090.14
AC001,DTC,Chocolates,5/31/2024,747368.31
AC001,Wholesale,Chocolates,6/1/2024,1489610.96
AC001,DTC,Chocolates,6/1/2024,848366.13
AC001,Wholesale,Chocolates,6/2/2024,1223698.7
AC001,DTC,Chocolates,6/2/2024,1114659.52
AC001,Wholesale,Chocolates,6/3/2024,1195125.7
AC001,DTC,Chocolates,6/3/2024,894591.89
AC001,Wholesale,Chocolates,6/4/2024,1007542.7
AC001,DTC,Chocolates,6/4/2024,896491.9
AC001,Wholesale,Chocolates,6/5/2024,1029645.89
AC001,DTC,Chocolates,6/5/2024,808516.06
AC001,Wholesale,Chocolates,6/6/2024,1296697.89
AC001,DTC,Chocolates,6/6/2024,780558.1
AC001,Wholesale,Chocolates,6/7/2024,1282576.88
AC001,DTC,Chocolates,6/7/2024,703607.65
AC001,Wholesale,Chocolates,6/8/2024,1414829.47
AC001,DTC,Chocolates,6/8/2024,1074137.15
AC001,Wholesale,Chocolates,6/9/2024,1396782.01
AC001,DTC,Chocolates,6/9/2024,944876.82
AC001,Wholesale,Chocolates,6/10/2024,1275921.92
AC001,DTC,Chocolates,6/10/2024,804557.83
AC001,Wholesale,Chocolates,6/11/2024,960718.44
AC001,DTC,Chocolates,6/11/2024,750213.62
AC001,Wholesale,Chocolates,6/12/2024,1135099.68
AC001,DTC,Chocolates,6/12/2024,788674.36
AC001,Wholesale,Chocolates,6/13/2024,1216704.3
AC001,DTC,Chocolates,6/13/2024,769005.68
AC001,Wholesale,Chocolates,6/14/2024,1170035.84
AC001,DTC,Chocolates,6/14/2024,850765.42
AC001,Wholesale,Chocolates,6/15/2024,1171763.94
AC001,DTC,Chocolates,6/15/2024,1007609.88
AC001,Wholesale,Chocolates,6/16/2024,1221051.74
AC001,DTC,Chocolates,6/16/2024,1061766.1
AC001,Wholesale,Chocolates,6/17/2024,1283733.05
AC001,DTC,Chocolates,6/17/2024,768434.08
AC001,Wholesale,Chocolates,6/18/2024,1043243.44
AC001,DTC,Chocolates,6/18/2024,768827.07
AC001,Wholesale,Chocolates,6/19/2024,1001308.5
AC001,DTC,Chocolates,6/19/2024,882845.86
AC001,Wholesale,Chocolates,6/20/2024,980379.73
AC001,DTC,Chocolates,6/20/2024,904158.1
AC001,Wholesale,Chocolates,6/21/2024,1261956.67
AC001,DTC,Chocolates,6/21/2024,803910.34
AC001,Wholesale,Chocolates,6/22/2024,1363983.86
AC001,DTC,Chocolates,6/22/2024,1091425.31
AC001,Wholesale,Chocolates,6/23/2024,1280022.3
AC001,DTC,Chocolates,6/23/2024,905312.31
AC001,Wholesale,Chocolates,6/24/2024,1214044.52
AC001,DTC,Chocolates,6/24/2024,785984.96
AC001,Wholesale,Chocolates,6/25/2024,1203739.43
AC001,DTC,Chocolates,6/25/2024,868013.47
AC001,Wholesale,Chocolates,6/26/2024,967517.72
AC001,DTC,Chocolates,6/26/2024,884179.02
AC001,Wholesale,Chocolates,6/27/2024,1164587.06
AC001,DTC,Chocolates,6/27/2024,807894.51
AC001,Wholesale,Chocolates,6/28/2024,1111559.27
AC001,DTC,Chocolates,6/28/2024,821074.38
AC001,Wholesale,Chocolates,6/29/2024,1317204.89
AC001,DTC,Chocolates,6/29/2024,852971.81
AC001,Wholesale,Chocolates,6/30/2024,1371713.49
AC001,DTC,Chocolates,6/30/2024,863770.65
AC001,Wholesale,Chocolates,7/1/2024,1314347.33
AC001,DTC,Chocolates,7/1/2024,773583.03
AC001,Wholesale,Chocolates,7/2/2024,1332830.7
AC001,DTC,Chocolates,7/2/2024,856108.8
AC001,Wholesale,Chocolates,7/3/2024,1206869.08
AC001,DTC,Chocolates,7/3/2024,964209.02
AC001,Wholesale,Chocolates,7/4/2024,1032618.13
AC001,DTC,Chocolates,7/4/2024,757122.23
AC001,Wholesale,Chocolates,7/5/2024,1266581.22
AC001,DTC,Chocolates,7/5/2024,825114.72
AC001,Wholesale,Chocolates,7/6/2024,1645624.91
AC001,DTC,Chocolates,7/6/2024,956850.42
AC001,Wholesale,Chocolates,7/7/2024,1331143.81
AC001,DTC,Chocolates,7/7/2024,905775.02
AC001,Wholesale,Chocolates,7/8/2024,1023503.56
AC001,DTC,Chocolates,7/8/2024,780038.16
AC001,Wholesale,Chocolates,7/9/2024,1368861.38
AC001,DTC,Chocolates,7/9/2024,955311.9
AC001,Wholesale,Chocolates,7/10/2024,1053753.22
AC001,DTC,Chocolates,7/10/2024,926817.25
AC001,Wholesale,Chocolates,7/11/2024,1064888.18
AC001,DTC,Chocolates,7/11/2024,767196.11
AC001,Wholesale,Chocolates,7/12/2024,1034151.17
AC001,DTC,Chocolates,7/12/2024,760311.37
AC001,Wholesale,Chocolates,7/13/2024,1502754.19
AC001,DTC,Chocolates,7/13/2024,966942.43
AC001,Wholesale,Chocolates,7/14/2024,1263757.52
AC001,DTC,Chocolates,7/14/2024,1015060.39
AC001,Wholesale,Chocolates,7/15/2024,1178645.06
AC001,DTC,Chocolates,7/15/2024,762401.52
AC001,Wholesale,Chocolates,7/16/2024,1352621.6
AC001,DTC,Chocolates,7/16/2024,936833.34
AC001,Wholesale,Chocolates,7/17/2024,1118961.58
AC001,DTC,Chocolates,7/17/2024,746524.95
AC001,Wholesale,Chocolates,7/18/2024,1258947.35
AC001,DTC,Chocolates,7/18/2024,747558.39
AC001,Wholesale,Chocolates,7/19/2024,1092219.09
AC001,DTC,Chocolates,7/19/2024,972398.51
AC001,Wholesale,Chocolates,7/20/2024,1381470.08
AC001,DTC,Chocolates,7/20/2024,1125630.52
AC001,Wholesale,Chocolates,7/21/2024,1641266.09
AC001,DTC,Chocolates,7/21/2024,966410.04
AC001,Wholesale,Chocolates,7/22/2024,1094657.33
AC001,DTC,Chocolates,7/22/2024,863192.68
AC001,Wholesale,Chocolates,7/23/2024,1364094.65
AC001,DTC,Chocolates,7/23/2024,804801.1
AC001,Wholesale,Chocolates,7/24/2024,1047589.17
AC001,DTC,Chocolates,7/24/2024,953840.95
AC001,Wholesale,Chocolates,7/25/2024,1141234.7
AC001,DTC,Chocolates,7/25/2024,967818.21
AC001,Wholesale,Chocolates,7/26/2024,1059533.16
AC001,DTC,Chocolates,7/26/2024,764932.48
AC001,Wholesale,Chocolates,7/27/2024,1230439.08
AC001,DTC,Chocolates,7/27/2024,1203620.01
AC001,Wholesale,Chocolates,7/28/2024,1256877.33
AC001,DTC,Chocolates,7/28/2024,904780.71
AC001,Wholesale,Chocolates,7/29/2024,1310157.06
AC001,DTC,Chocolates,7/29/2024,834609.79
AC001,Wholesale,Chocolates,7/30/2024,1021406.83
AC001,DTC,Chocolates,7/30/2024,976203.42
AC001,Wholesale,Chocolates,7/31/2024,1204675.46
AC001,DTC,Chocolates,7/31/2024,917522.52
AC001,Wholesale,Chocolates,8/1/2024,1583759.43
AC001,DTC,Chocolates,8/1/2024,1067022.19
AC001,Wholesale,Chocolates,8/2/2024,1542871.78
AC001,DTC,Chocolates,8/2/2024,1045395.85
AC001,Wholesale,Chocolates,8/3/2024,1767945.44
AC001,DTC,Chocolates,8/3/2024,1157117.83
AC001,Wholesale,Chocolates,8/4/2024,1594825.75
AC001,DTC,Chocolates,8/4/2024,1319517.35
AC001,Wholesale,Chocolates,8/5/2024,1455744.22
AC001,DTC,Chocolates,8/5/2024,1187750.02
AC001,Wholesale,Chocolates,8/6/2024,1426127.69
AC001,DTC,Chocolates,8/6/2024,1034861.95
AC001,Wholesale,Chocolates,8/7/2024,1365838.6
AC001,DTC,Chocolates,8/7/2024,1232538.55
AC001,Wholesale,Chocolates,8/8/2024,1274196.15
AC001,DTC,Chocolates,8/8/2024,1185707.44
AC001,Wholesale,Chocolates,8/9/2024,1425984.77
AC001,DTC,Chocolates,8/9/2024,987711
AC001,Wholesale,Chocolates,8/10/2024,1525055.13
AC001,DTC,Chocolates,8/10/2024,1331379.08
AC001,Wholesale,Chocolates,8/11/2024,1631644.52
AC001,DTC,Chocolates,8/11/2024,1160773.33
AC001,Wholesale,Chocolates,8/12/2024,1626178.45
AC001,DTC,Chocolates,8/12/2024,1028632.33
AC001,Wholesale,Chocolates,8/13/2024,1457240.25
AC001,DTC,Chocolates,8/13/2024,1210557.14
AC001,Wholesale,Chocolates,8/14/2024,1315830.83
AC001,DTC,Chocolates,8/14/2024,1117448.16
AC001,Wholesale,Chocolates,8/15/2024,1614667.86
AC001,DTC,Chocolates,8/15/2024,1125925.37
AC001,Wholesale,Chocolates,8/16/2024,1506055.82
AC001,DTC,Chocolates,8/16/2024,1040728.56
AC001,Wholesale,Chocolates,8/17/2024,2003720
AC001,DTC,Chocolates,8/17/2024,1180620.88
AC001,Wholesale,Chocolates,8/18/2024,1791826.66
AC001,DTC,Chocolates,8/18/2024,1216106.21
AC001,Wholesale,Chocolates,8/19/2024,1402983.03
AC001,DTC,Chocolates,8/19/2024,930690.06
AC001,Wholesale,Chocolates,8/20/2024,1665922.05
AC001,DTC,Chocolates,8/20/2024,1078226.05
AC001,Wholesale,Chocolates,8/21/2024,1463919.06
AC001,DTC,Chocolates,8/21/2024,1239160.84
AC001,Wholesale,Chocolates,8/22/2024,1557088.12
AC001,DTC,Chocolates,8/22/2024,1014140.36
AC001,Wholesale,Chocolates,8/23/2024,1587718.25
AC001,DTC,Chocolates,8/23/2024,989122.47
AC001,Wholesale,Chocolates,8/24/2024,1868606.72
AC001,DTC,Chocolates,8/24/2024,1414348.27
AC001,Wholesale,Chocolates,8/25/2024,1822200.3
AC001,DTC,Chocolates,8/25/2024,1233843.87
AC001,Wholesale,Chocolates,8/26/2024,1407588.58
AC001,DTC,Chocolates,8/26/2024,992563.85
AC001,Wholesale,Chocolates,8/27/2024,1500026.03
AC001,DTC,Chocolates,8/27/2024,1207758.04
AC001,Wholesale,Chocolates,8/28/2024,1394006.75
AC001,DTC,Chocolates,8/28/2024,1045832.37
AC001,Wholesale,Chocolates,8/29/2024,1564509.57
AC001,DTC,Chocolates,8/29/2024,1008103.11
AC001,Wholesale,Chocolates,8/30/2024,1522485.81
AC001,DTC,Chocolates,8/30/2024,1098838.94
AC001,Wholesale,Chocolates,8/31/2024,2053432.38
AC001,DTC,Chocolates,8/31/2024,1397578.52
AC001,Wholesale,Chocolates,9/1/2024,2050129.61
AC001,DTC,Chocolates,9/1/2024,1797490.58
AC001,Wholesale,Chocolates,9/2/2024,0
AC001,DTC,Chocolates,9/2/2024,1537646.5
AC001,Wholesale,Chocolates,9/3/2024,2031384.04
AC001,DTC,Chocolates,9/3/2024,1230156.06
AC001,Wholesale,Chocolates,9/4/2024,1823666.81
AC001,DTC,Chocolates,9/4/2024,1245477.93
AC001,Wholesale,Chocolates,9/5/2024,1927157.65
AC001,DTC,Chocolates,9/5/2024,1187025.14
AC001,Wholesale,Chocolates,9/6/2024,1807202.01
AC001,DTC,Chocolates,9/6/2024,1411756.37
AC001,Wholesale,Chocolates,9/7/2024,2566486.62
AC001,DTC,Chocolates,9/7/2024,1574107.85
AC001,Wholesale,Chocolates,9/8/2024,2139208.14
AC001,DTC,Chocolates,9/8/2024,1641020.29
AC001,Wholesale,Chocolates,9/9/2024,1668217.22
AC001,DTC,Chocolates,9/9/2024,1343969.16
